eb6fb57d17244f388144fbdb5a3a3fdf,全香玉,土家,男,1969,8,14,四川省甘孜藏族自治州康定市甲根坝乡阿加下村,5.1330119690815E+016,甘孜藏族自治州康定市公安局,2018.10.02-长期
96bb9d7a269d4592bcbcd12ba6b57f00,王昌良,塔吉克,男,1975,6,3,广东省江门市台山市北陡镇沙咀村,4.40781197506033E+017,江门市台山市公安局,2017.09.17-2037.09.17
c4f708ad1aba4af88a638ad6a6715481,谭芸,汉,男,1987,11,14,广东省河源市东源县漳溪乡上蓝村,4.4162519871114E+016,河源市东源县公安局,2015.05.24-2035.05.24
faa5a2a64b594ca4980fc46f92c76a8a,盛桂英,佤,男,1983,9,16,新疆维吾尔自治区昌吉回族自治州昌吉市中山路街道办事处苗圃一村,6.52301198309163E+017,昌吉回族自治州昌吉市公安局,2015.04.18-2035.04.18
70b98bbdc1a04f0e8d66eaf5432a21a8,党辉,撒拉,男,1971,10,14,海南省海口市琼山区府城街道办,4.60107197110142E+016,海口市琼山区公安局,2015.06.02-2035.06.02
e2f5b51bdcdc450e89ec3addf05e3d73,周榕榕,白,男,1967,6,2,河北省张家口市涿鹿县东小庄镇尹文屯村,1.30731196706028E+016,张家口市涿鹿县公安局,2018.11.24-长期
dc940a1ac2a84b9a91510f9c6436fffc,邱大文,高山,女,1986,11,6,湖北省武汉市蔡甸区蔡甸街道办事处西屋台村,4.20114198611063E+016,武汉市蔡甸区公安局,2015.08.27-2035.08.27
3055c207aa174712bce75b48b635a68f,喻国友,傣,女,1963,1,22,江西省赣州市全南县城厢镇,3.60729196301229E+016,赣州市全南县公安局,2014.01.25-长期
d02121ec610d4ef9b75c7cae03c0daef,李正保,纳西,女,1993,10,25,广西壮族自治区河池市东兰县大同乡板坡村,4.51224199310255E+016,河池市东兰县公安局,2014.04.20-2024.04.20
3473ec0742184251b0f13fea4eb00102,蒋俪,鄂温克,男,1977,1,19,湖南省怀化市靖州苗族侗族自治县文溪乡金马村,4.312291977012E+017,怀化市靖州苗族侗族自治县公安局,2017.11.14-2037.11.14
