54sauczmt6,贾灿灿,哈尼,女,2004,8,13,广西壮族自治区桂林市七星区东江街道办事处社山桥社区,4.30700198001214E+017,长春市绿园区分局,2006.09.25-长期
10b3poc2yx,万彦彦,哈萨克,女,1996,4,10,甘肃省定西市岷县蒲麻镇东沟村民委员会,4.40508200701174E+017,临汾市蒲县分局,1992.07.02-2002.07.02
myvon4u574,姚振超,塔塔尔,女,1988,4,23,湖南省邵阳市城步苗族自治县长安营乡黄洋村委会,6.20521198211101E+017,邢台市桥西区公安局,1999.02.15-2009.02.15
pafov8xmlw,徐达祥,汉,男,1952,9,29,湖南省常德市石门县壶瓶山镇夹马村委会,3.30105195205017E+016,普洱市澜沧拉祜族自治县分局,2018.09.03-2023.09.03
98qrzzkjtm,李宗胤,土,男,1962,6,17,河北省石家庄市赵县高村乡南王村委会,1.52630199807133E+017,延安市吴起县分局,1991.04.14-2001.04.14
xnz98b54yy,熊途,哈萨克,男,1996,11,26,山东省临沂市莒南县坊前镇竹墩村委会,3.30601198506264E+017,长春市双阳区分局,2010.05.08-2020.05.08
8qkuved4fk,王其光,朝鲜,男,1988,8,3,湖南省衡阳市常宁市松柏镇高华村委会,4.31122194608138E+016,忻州市神池县公安局,2016.09.08-2036.09.08
mnao1z332s,付将,水,女,1978,8,21,广东省江门市蓬江区棠下镇天乡村委会,3.20106197508219E+017,遂宁市大英县分局,2011.06.24-长期
18xp5i28iz,李克永,赫哲,女,1988,12,1,辽宁省抚顺市望花区李石街道李石村民委员会,45213219790509466X,德州市德城区公安局,1995.11.25-2015.11.25
zuxmcdo1z7,薛承,珞巴,女,2004,11,8,河北省石家庄市灵寿县北洼乡北湖村委会,5.10723197610199E+017,大兴安岭地区呼玛县公安局,2002.02.22-长期
